Country,Job Title,Age Group,Quantity,Percentage
France,Data Reduction Technician,50-69,1,0.01%
France,Data Recovery Planner,50-69,1,0.01%
France,Data Recovery Planner,30-49,1,0.01%
France,Electronic Data Interchange System Developer (EDI System Developer),18-29,1,0.01%
France,Electronic Data Processing Auditor (EDP Auditor),18-29,1,0.01%
France,Electronic Data Processing Auditor (EDP Auditor),30-49,1,0.01%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",18-29,1,0.01%
Germany,Clinical Data Manager,30-49,1,0.01%
Germany,Clinical Data Management Manager (CDM Manager),50-69,1,0.01%
Germany,Clinical Data Management Associate Director,30-49,1,0.01%
Germany,Clinical Data Coordinator,50-69,1,0.01%
Germany,Clinical Data Coordinator,30-49,1,0.01%
Germany,Clinical Data Coordinator,18-29,1,0.01%
Germany,Clinical Data Associate,50-69,1,0.01%
Germany,Business Database Analyst,18-29,1,0.01%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),30-49,1,0.01%
France,Voice and Data Technician,30-49,1,0.01%
France,Survey Data Technician,30-49,1,0.01%
France,Scientific Database Curator,50-69,1,0.01%
France,Scientific Database Curator,18-29,1,0.01%
France,SQL Database Administrator,50-69,1,0.01%
France,SCADA Technician (Supervisory Control and Data Acquisition Technician),50-69,1,0.01%
France,SCADA Technician (Supervisory Control and Data Acquisition Technician),30-49,1,0.01%
France,SCADA Operator (Supervisory Control and Data Acquisition Operator),18-29,1,0.01%
France,Reference Data Expert,18-29,1,0.01%
France,"Operations Officer, Afloat (Naval Tactical Data Systems)",50-69,1,0.01%
France,Naval Tactical Data System--Combat Information Center Officer,50-69,1,0.01%
France,Naval Tactical Data System--Combat Information Center Officer,30-49,1,0.01%
France,Micro Computer Data Processor,50-69,1,0.01%
France,Marketing Database Analyst,50-69,1,0.01%
France,Maintenance Data Analyst,50-69,1,0.01%
France,Maintenance Data Analyst,18-29,1,0.01%
France,Log Data Technician,18-29,1,0.01%
France,Internet Database Specialist,18-29,1,0.01%
France,GPS Field Data Collector (Global Positioning System Field Data Collector),30-49,1,0.01%
France,Flight Test Data Acquisition Technician,50-69,1,0.01%
France,Data Processing Systems Analyst,18-29,1,0.01%
France,Data Processing Consultant,18-29,1,0.01%
Finland,Database Development and Administration Project Manager,50-69,1,0.01%
Finland,Geographic Information Systems Data Specialist (GIS Data Specialist),30-49,1,0.01%
France,Clinical Data Management Manager (CDM Manager),18-29,1,0.01%
France,Clinical Data Management Associate Director,50-69,1,0.01%
France,Clinical Data Management Associate Director,30-49,1,0.01%
France,Clinical Data Coordinator,50-69,1,0.01%
France,Clinical Data Coordinator,18-29,1,0.01%
France,Clinical Data Associate,50-69,1,0.01%
France,Clinical Data Associate,30-49,1,0.01%
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),18-29,1,0.01%
France,Automatic Data Processing Planner (ADP Planner),18-29,1,0.01%
Finland,SCADA Technician (Supervisory Control and Data Acquisition Technician),30-49,1,0.01%
Finland,Oracle Database Administrator (Oracle DBA),50-69,1,0.01%
Finland,Oracle Database Administrator (Oracle DBA),30-49,1,0.01%
Finland,Naval Tactical Data System--Combat Information Center Officer,18-29,1,0.01%
Finland,Internet Database Specialist,50-69,1,0.01%
Finland,Geographic Information Systems Data Manager (GIS Data Manager),50-69,1,0.01%
France,Data Processing Auditor,30-49,1,0.01%
Finland,Field Artillery Automated Tactical Data System Specialist,50-69,1,0.01%
Finland,Electronic Data Processing Auditor (EDP Auditor),30-49,1,0.01%
Finland,Electronic Data Processing Auditor (EDP Auditor),18-29,1,0.01%
Finland,Director of Data Operations,30-49,1,0.01%
Finland,Director of Data Operations,18-29,1,0.01%
Finland,Datastage Developer,50-69,1,0.01%
Finland,Databases Software Consultant,50-69,1,0.01%
Finland,Database Specialist,18-29,1,0.01%
Finland,Database Software Technician,50-69,1,0.01%
Finland,Database Software Technician,30-49,1,0.01%
Finland,Database Marketing Analyst,50-69,1,0.01%
Finland,Database Marketing Analyst,30-49,1,0.01%
Finland,Database Marketing Analyst,18-29,1,0.01%
Finland,Database Manager,50-69,1,0.01%
France,Clinical Data Manager,30-49,1,0.01%
France,Clinical Data Manager,50-69,1,0.01%
France,Clinical Data Specialist,50-69,1,0.01%
France,Clinical Trials Data Coordinator,30-49,1,0.01%
France,Data Processing Auditor,18-29,1,0.01%
France,Data Operations Director,30-49,1,0.01%
France,Data Officer,18-29,1,0.01%
France,Data Modeler,50-69,1,0.01%
France,Data Modeler,30-49,1,0.01%
France,Data Manager,30-49,1,0.01%
France,Data Management Manager,30-49,1,0.01%
France,Data Input Clerk,50-69,1,0.01%
France,Data Entry Supervisor,30-49,1,0.01%
France,Data Entry Specialist,50-69,1,0.01%
France,Data Entry Specialist,30-49,1,0.01%
France,Data Entry Representative,18-29,1,0.01%
France,Data Entry Machine Operator,50-69,1,0.01%
France,Data Entry Machine Operator,30-49,1,0.01%
France,Data Control Clerk Supervisor,50-69,1,0.01%
France,Data Control Assistant,30-49,1,0.01%
France,Data Communications Technician,30-49,1,0.01%
France,Data Communications Analyst,18-29,1,0.01%
France,Data Collector,50-69,1,0.01%
France,Data Collection Technician,18-29,1,0.01%
France,Data Coder Operator,50-69,1,0.01%
France,Data Coder Operator,30-49,1,0.01%
France,Data Capture Specialist,50-69,1,0.01%
France,Data Base Design Analyst,18-29,1,0.01%
France,Data Architect,18-29,1,0.01%
France,Data Administrator,18-29,1,0.01%
France,Customer Data Technician,18-29,1,0.01%
France,Crime Data Specialist,18-29,1,0.01%
France,Computer or Data Processing Systems Consultant,18-29,1,0.01%
Czechia,Data Technician,50-69,1,0.01%
Czechia,Data Systems Manager,50-69,1,0.01%
Czechia,Data Storage Specialist,30-49,1,0.01%
Belgium,Data Processing Systems Project Planner,30-49,1,0.01%
Belgium,Database Management System Specialist (DBMS Specialist),30-49,1,0.01%
Belgium,Database Development and Administration Project Manager,50-69,1,0.01%
Belgium,Database Design Analyst,50-69,1,0.01%
Belgium,Database Coordinator,30-49,1,0.01%
Belgium,Database Consultant,50-69,1,0.01%
Belgium,Database Consultant,30-49,1,0.01%
Belgium,Database Architect,30-49,1,0.01%
Belgium,Data Warehouse Developer,50-69,1,0.01%
Belgium,Data Warehouse Analyst,50-69,1,0.01%
Belgium,Data Systems Manager,50-69,1,0.01%
Belgium,Data Storage Specialist,50-69,1,0.01%
Belgium,Data Security Administrator,30-49,1,0.01%
Belgium,Data Recovery Planner,30-49,1,0.01%
Belgium,Data Processing Systems Project Planner,50-69,1,0.01%
Belgium,Data Processing Systems Analyst,50-69,1,0.01%
Belgium,Data Architect,50-69,1,0.01%
Belgium,Data Processing Systems Analyst,30-49,1,0.01%
Belgium,Data Processing Manager,18-29,1,0.01%
Belgium,Data Processing Consultant,50-69,1,0.01%
Belgium,Data Officer,18-29,1,0.01%
Belgium,Data Miner,18-29,1,0.01%
Belgium,Data Manager,50-69,1,0.01%
Belgium,Data Management Associate,18-29,1,0.01%
Belgium,Data Entry Specialist,30-49,1,0.01%
Belgium,Data Entry Representative,50-69,1,0.01%
Belgium,Data Entry Associate,18-29,1,0.01%
Belgium,Data Coordinator,50-69,1,0.01%
Belgium,Data Communications Analyst,50-69,1,0.01%
Belgium,Data Collector,30-49,1,0.01%
Belgium,Data Capture Specialist,50-69,1,0.01%
Belgium,Database Management System Specialist (DBMS Specialist),50-69,1,0.01%
Belgium,Database Manager,50-69,1,0.01%
Belgium,Database Marketing Analyst,30-49,1,0.01%
Belgium,Database Marketing Analyst,50-69,1,0.01%
Bulgaria,Data Center Operator,18-29,1,0.01%
Bulgaria,Data Center Manager,50-69,1,0.01%
Bulgaria,Data Base Design Analyst,50-69,1,0.01%
Bulgaria,Data Architect,50-69,1,0.01%
Bulgaria,Data Architect,30-49,1,0.01%
Bulgaria,Data Abstractor,18-29,1,0.01%
Bulgaria,Computer or Data Processing Systems Consultant,50-69,1,0.01%
Bulgaria,Clinical Data Manager,50-69,1,0.01%
Bulgaria,Clinical Data Management Associate Director,50-69,1,0.01%
Bulgaria,Business Database Analyst,50-69,1,0.01%
Bulgaria,Automatic Data Processing Planner (ADP Planner),50-69,1,0.01%
Bulgaria,Automatic Data Processing Planner,50-69,1,0.01%
Belgium,SQL Database Administrator,50-69,1,0.01%
Belgium,Reference Data Expert,30-49,1,0.01%
Belgium,Oracle Database Administrator (Oracle DBA),50-69,1,0.01%
Belgium,Medical Data Analyst,50-69,1,0.01%
Belgium,Marketing Database Analyst,50-69,1,0.01%
Belgium,Log Data Technician,50-69,1,0.01%
Belgium,Health Data Analyst,18-29,1,0.01%
Belgium,Head of Information Systems and Data Processing,50-69,1,0.01%
Belgium,Geographic Information Systems Data Specialist (GIS Data Specialist),50-69,1,0.01%
Belgium,Geographic Information Systems Data Specialist (GIS Data Specialist),30-49,1,0.01%
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),18-29,1,0.01%
Belgium,Flight Data Technician,30-49,1,0.01%
Belgium,Field Artillery Automated Tactical Data System Specialist,50-69,1,0.01%
Belgium,Electronic Data Processing Auditor (EDP Auditor),50-69,1,0.01%
Belgium,Director of Data Operations,50-69,1,0.01%
Belgium,Database Software Technician,30-49,1,0.01%
Belgium,Database Security Administrator,18-29,1,0.01%
Belgium,Data Base Design Analyst,50-69,1,0.01%
Belgium,Data Administrator,50-69,1,0.01%
Bulgaria,Data Compiler,30-49,1,0.01%
Austria,Data Management Information Technology Specialist,30-49,1,0.01%
Austria,Database Design Analyst,30-49,1,0.01%
Austria,Database Coordinator,50-69,1,0.01%
Austria,Database Architect,50-69,1,0.01%
Austria,Database Administration Manager,30-49,1,0.01%
Austria,Database Administration Associate,30-49,1,0.01%
Austria,Data Warehousing Manager,30-49,1,0.01%
Austria,Data Warehousing Engineer,30-49,1,0.01%
Austria,Data Warehouse Developer,50-69,1,0.01%
Austria,Data Systems Manager,30-49,1,0.01%
Austria,Data Security Analyst,50-69,1,0.01%
Austria,Data Security Analyst,18-29,1,0.01%
Austria,Data Processing Systems Project Planner,50-69,1,0.01%
Austria,Data Officer,50-69,1,0.01%
Austria,Data Officer,18-29,1,0.01%
Austria,Data Management Associate,50-69,1,0.01%
Belgium,Data Administrator,30-49,1,0.01%
Austria,Data Keyer,50-69,1,0.01%
Austria,Data Entry Specialist,30-49,1,0.01%
Austria,Data Entry Representative,30-49,1,0.01%
Austria,Data Communications Software Consultant,50-69,1,0.01%
Austria,Data Communications Software Consultant,18-29,1,0.01%
Austria,Data Coder Operator,50-69,1,0.01%
Austria,Data Base Design Analyst,50-69,1,0.01%
Austria,Data Base Design Analyst,30-49,1,0.01%
Austria,Data Administrator,30-49,1,0.01%
Austria,Crime Data Specialist,50-69,1,0.01%
Austria,Computer or Data Processing Systems Consultant,30-49,1,0.01%
Austria,Clinical Data Specialist,30-49,1,0.01%
Austria,Automatic Data Processing Systems Security Specialist (ADP Systems Security),50-69,1,0.01%
Austria,Automatic Data Processing Systems Security Specialist (ADP Systems Security),30-49,1,0.01%
Austria,Database Developer,50-69,1,0.01%
Austria,Database Development and Administration Project Manager,18-29,1,0.01%
Austria,Database Engineer,18-29,1,0.01%
Austria,Database Engineer,30-49,1,0.01%
Belgium,Data Administrator,18-29,1,0.01%
Belgium,Crime Data Specialist,18-29,1,0.01%
Belgium,Clinical Data Coordinator,50-69,1,0.01%
Belgium,Clinical Data Associate,30-49,1,0.01%
Belgium,Automatic Data Processing Planner (ADP Planner),30-49,1,0.01%
Belgium,Automatic Data Processing Customer Liaison (ADP Customer Liaison),50-69,1,0.01%
Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",30-49,1,0.01%
Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",18-29,1,0.01%
Austria,Maintenance Data Analyst,50-69,1,0.01%
Austria,Internet Database Specialist,18-29,1,0.01%
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),50-69,1,0.01%
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),18-29,1,0.01%
Austria,Geographic Information Systems Data Specialist (GIS Data Specialist),30-49,1,0.01%
Austria,Geographic Information Systems Data Manager (GIS Data Manager),50-69,1,0.01%
Austria,Geographic Information Systems Data Administrator (GIS Data Administrator),50-69,1,0.01%
Austria,GPS Field Data Collector (Global Positioning System Field Data Collector),30-49,1,0.01%
Austria,Field Artillery Automated Tactical Data System Specialist,30-49,1,0.01%
Austria,Electronic Data Processing Auditor (EDP Auditor),30-49,1,0.01%
Austria,Director of Data Operations,50-69,1,0.01%
Austria,Databases Computer Consultant,30-49,1,0.01%
Austria,Database Software Technician,50-69,1,0.01%
Austria,Database Software Technician,18-29,1,0.01%
Austria,Database Security Expert,50-69,1,0.01%
Austria,Database Security Administrator,50-69,1,0.01%
Austria,Database Security Administrator,30-49,1,0.01%
Austria,Database Security Administrator,18-29,1,0.01%
Austria,Database Modeler,30-49,1,0.01%
Austria,Database Marketing Analyst,30-49,1,0.01%
Austria,Database Manager,18-29,1,0.01%
Bulgaria,Data Communications Analyst,30-49,1,0.01%
Bulgaria,Data Control Assistant,18-29,1,0.01%
Czechia,Data Security Analyst,50-69,1,0.01%
Croatia,Internet Database Specialist,30-49,1,0.01%
Czechia,Automatic Data Processing Planner (ADP Planner),50-69,1,0.01%
Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),50-69,1,0.01%
Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),18-29,1,0.01%
Cyprus,Unemployed,50-69,1,0.01%
Cyprus,Head of Information Systems and Data Processing,50-69,1,0.01%
Cyprus,Database Administrator (DBA),50-69,1,0.01%
Cyprus,Data Warehousing Specialist,50-69,1,0.01%
Cyprus,Data Systems Manager,50-69,1,0.01%
Cyprus,Data Modeling Specialist,50-69,1,0.01%
Cyprus,Data Management Associate,30-49,1,0.01%
Cyprus,Data Communications Analyst,30-49,1,0.01%
Cyprus,Clinical Trials Data Coordinator,18-29,1,0.01%
Croatia,"Operations Officer, Afloat (Naval Tactical Data Systems)",30-49,1,0.01%
Croatia,Internet Database Specialist,50-69,1,0.01%
Croatia,Head of Information Systems and Data Processing,30-49,1,0.01%
Croatia,Data Warehouse Specialist,50-69,1,0.01%
Croatia,Geographic Information Systems Database Administrator (GIS Database Administrator),30-49,1,0.01%
Croatia,Geographic Information Systems Data Manager (GIS Data Manager),50-69,1,0.01%
Croatia,Geographic Information Systems Data Manager (GIS Data Manager),30-49,1,0.01%
Croatia,Geographic Information Systems Data Administrator (GIS Data Administrator),18-29,1,0.01%
Croatia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",30-49,1,0.01%
Croatia,Electronic Data Interchange System Developer (EDI System Developer),50-69,1,0.01%
Croatia,Database Tester,50-69,1,0.01%
Croatia,Database Specialist,50-69,1,0.01%
Croatia,Database Security Expert,50-69,1,0.01%
Croatia,Database Security Administrator,50-69,1,0.01%
Croatia,Database Engineer,50-69,1,0.01%
Croatia,Database Designer,50-69,1,0.01%
Croatia,Database Design Analyst,50-69,1,0.01%
Croatia,Database Design Analyst,18-29,1,0.01%
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),30-49,1,0.01%
Czechia,Clinical Data Coordinator,50-69,1,0.01%
Czechia,Computer or Data Processing Systems Consultant,30-49,1,0.01%
Czechia,Data Acquisition Technician,18-29,1,0.01%
Czechia,Data Security Analyst,18-29,1,0.01%
Czechia,Data Scientist,30-49,1,0.01%
Czechia,Data Sciences Director,30-49,1,0.01%
Czechia,Data Processing Systems Analyst,50-69,1,0.01%
Czechia,Data Processing Services Sales Representative,50-69,1,0.01%
Czechia,Data Processing Mechanic,30-49,1,0.01%
Czechia,Data Processing Manager,50-69,1,0.01%
Czechia,Data Processing Equipment Repairer,30-49,1,0.01%
Czechia,Data Processing Auxiliary Equipment Operator,50-69,1,0.01%
Czechia,Data Processing Auditor,50-69,1,0.01%
Czechia,Data Operations Director,30-49,1,0.01%
Czechia,Data Officer,50-69,1,0.01%
Czechia,Data Modeling Specialist,50-69,1,0.01%
Czechia,Data Modeling Specialist,30-49,1,0.01%
Czechia,Data Miner,50-69,1,0.01%
Czechia,Data Manager,50-69,1,0.01%
Czechia,Data Management Information Technology Specialist,50-69,1,0.01%
Czechia,Data Management Associate,30-49,1,0.01%
Czechia,Data Keyer,18-29,1,0.01%
Czechia,Data Entry Specialist,50-69,1,0.01%
Czechia,Data Entry Machine Operator,50-69,1,0.01%
Czechia,Data Coordinator,50-69,1,0.01%
Czechia,Data Control Assistant,30-49,1,0.01%
Czechia,Data Communications Software Consultant,50-69,1,0.01%
Czechia,Data Communications Analyst,50-69,1,0.01%
Czechia,Data Collection Technician,50-69,1,0.01%
Czechia,Data Center Operator,50-69,1,0.01%
Czechia,Data Architect,50-69,1,0.01%
Czechia,Data Architect,30-49,1,0.01%
Croatia,Database Coordinator,50-69,1,0.01%
Croatia,Data Warehouse Developer,30-49,1,0.01%
Bulgaria,Data Coordinator,30-49,1,0.01%
Bulgaria,Data Warehouse Architect,18-29,1,0.01%
Bulgaria,Database Modeler,50-69,1,0.01%
Bulgaria,Database Modeler,30-49,1,0.01%
Bulgaria,Database Development Project Manager,18-29,1,0.01%
Bulgaria,Database Designer,30-49,1,0.01%
Bulgaria,Database Designer,18-29,1,0.01%
Bulgaria,Database Design Analyst,18-29,1,0.01%
Bulgaria,Database Coordinator,50-69,1,0.01%
Bulgaria,Database Consultant,50-69,1,0.01%
Bulgaria,Database Architect,50-69,1,0.01%
Bulgaria,Database Analyst,30-49,1,0.01%
Bulgaria,Database Administration Manager,50-69,1,0.01%
Bulgaria,Data Warehousing Engineer,50-69,1,0.01%
Bulgaria,Data Warehouse Specialist,50-69,1,0.01%
Bulgaria,Data Warehouse Specialist,18-29,1,0.01%
Bulgaria,Data Systems Manager,30-49,1,0.01%
Croatia,Data Storage Specialist,50-69,1,0.01%
Bulgaria,Data Storage Specialist,50-69,1,0.01%
Bulgaria,Data Security Analyst,18-29,1,0.01%
Bulgaria,Data Security Administrator,50-69,1,0.01%
Bulgaria,Data Reduction Technician,30-49,1,0.01%
Bulgaria,Data Recovery Planner,50-69,1,0.01%
Bulgaria,Data Processing Systems Analyst,50-69,1,0.01%
Bulgaria,Data Processing Systems Analyst,18-29,1,0.01%
Bulgaria,Data Operations Director,50-69,1,0.01%
Bulgaria,Data Officer,50-69,1,0.01%
Bulgaria,Data Modeling Specialist,50-69,1,0.01%
Bulgaria,Data Miner,50-69,1,0.01%
Bulgaria,Data Miner,18-29,1,0.01%
Bulgaria,Data Management Information Technology Specialist,18-29,1,0.01%
Bulgaria,Data Management Associate,30-49,1,0.01%
Bulgaria,Database Security Administrator,30-49,1,0.01%
Bulgaria,Database Security Expert,30-49,1,0.01%
Bulgaria,Database Software Technician,30-49,1,0.01%
Bulgaria,Database Software Technician,50-69,1,0.01%
Croatia,Data Storage Specialist,30-49,1,0.01%
Croatia,Data Security Administrator,50-69,1,0.01%
Croatia,Data Security Administrator,18-29,1,0.01%
Croatia,Data Processing Systems Project Planner,50-69,1,0.01%
Croatia,Data Processing Manager,30-49,1,0.01%
Croatia,Data Operations Director,50-69,1,0.01%
Croatia,Data Officer,50-69,1,0.01%
Croatia,Data Modeling Specialist,50-69,1,0.01%
Croatia,Data Management Information Technology Specialist,50-69,1,0.01%
Croatia,Data Management Associate,30-49,1,0.01%
Croatia,Data Entry Associate,50-69,1,0.01%
Croatia,Data Coordinator,50-69,1,0.01%
Croatia,Data Analysis Assistant,30-49,1,0.01%
Croatia,Data Administrator,30-49,1,0.01%
Croatia,Computer or Data Processing Systems Consultant,50-69,1,0.01%
Croatia,Computer or Data Processing Systems Consultant,18-29,1,0.01%
Croatia,Clinical Data Management Associate Director,50-69,1,0.01%
Croatia,Clinical Data Abstractor,30-49,1,0.01%
Croatia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),50-69,1,0.01%
Bulgaria,Survey Data Technician,30-49,1,0.01%
Bulgaria,SCADA Technician (Supervisory Control and Data Acquisition Technician),50-69,1,0.01%
Bulgaria,Internet Database Specialist,30-49,1,0.01%
Bulgaria,Geographic Information Systems Data Manager (GIS Data Manager),18-29,1,0.01%
Bulgaria,Geographic Information Systems Data Administrator (GIS Data Administrator),50-69,1,0.01%
Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",50-69,1,0.01%
Bulgaria,Electronic Data Processing Auditor (EDP Auditor),30-49,1,0.01%
Bulgaria,Director of Data Operations,30-49,1,0.01%
Bulgaria,Database Tester,50-69,1,0.01%
Bulgaria,Database Tester,30-49,1,0.01%
Germany,Clinical Trials Data Coordinator,50-69,1,0.01%
Germany,Crime Data Specialist,18-29,1,0.01%
Germany,Data Abstractor,30-49,1,0.01%
Ireland,Data Architect,30-49,1,0.01%
Ireland,Data Warehouse Analyst,30-49,1,0.01%
Ireland,Data Specialist,50-69,1,0.01%
Ireland,Data Security Administrator,50-69,1,0.01%
Ireland,Data Scientist,30-49,1,0.01%
Ireland,Data Processing Systems Project Planner,50-69,1,0.01%
Ireland,Data Processing Systems Analyst,50-69,1,0.01%
Ireland,Data Processing Systems Analyst,30-49,1,0.01%
Ireland,Data Processing Mechanic,30-49,1,0.01%
Ireland,Data Processing Manager,30-49,1,0.01%
Ireland,Data Miner,50-69,1,0.01%
Ireland,Data Input Clerk,18-29,1,0.01%
Ireland,Data Control Clerk Supervisor,50-69,1,0.01%
Ireland,Data Communications Analyst,50-69,1,0.01%
Ireland,Data Communications Analyst,30-49,1,0.01%
Ireland,Data Acquisition Technician,30-49,1,0.01%
Hungary,Flight Test Data Acquisition Technician,50-69,1,0.01%
Ireland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),30-49,1,0.01%
Ireland,Automatic Data Processing Planner (ADP Planner),50-69,1,0.01%
Hungary,SQL Database Administrator,18-29,1,0.01%
Hungary,Oracle Database Administrator (Oracle DBA),50-69,1,0.01%
Hungary,"Operations Officer, Afloat (Naval Tactical Data Systems)",50-69,1,0.01%
Hungary,Naval Tactical Data System--Combat Information Center Officer,50-69,1,0.01%
Hungary,Marketing Database Analyst,18-29,1,0.01%
Hungary,Health Data Analyst,30-49,1,0.01%
Hungary,Head of Information Systems and Data Processing,50-69,1,0.01%
Hungary,Head of Information Systems and Data Processing,30-49,1,0.01%
Hungary,Head of Information Systems and Data Processing,18-29,1,0.01%
Hungary,Geographic Information Systems Database Administrator (GIS Database Administrator),50-69,1,0.01%
Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist),50-69,1,0.01%
Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist),18-29,1,0.01%
Ireland,Data Warehousing Manager,30-49,1,0.01%
Ireland,Data Warehousing Specialist,50-69,1,0.01%
Ireland,Database Administration Associate,50-69,1,0.01%
Ireland,Database Architect,50-69,1,0.01%
Italy,Data Acquisition Technician,30-49,1,0.01%
Italy,Customer Data Technician,50-69,1,0.01%
Italy,Computer or Data Processing Systems Consultant,18-29,1,0.01%
Italy,Clinical Data Specialist,50-69,1,0.01%
Italy,Clinical Data Specialist,18-29,1,0.01%
Italy,Clinical Data Management Manager (CDM Manager),50-69,1,0.01%
Italy,Clinical Data Management Associate Director,50-69,1,0.01%
Italy,Clinical Data Coordinator,50-69,1,0.01%
Italy,Clinical Data Analyst,30-49,1,0.01%
Italy,Clinical Data Abstractor,50-69,1,0.01%
Italy,Business Database Analyst,30-49,1,0.01%
Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),30-49,1,0.01%
Italy,Automatic Data Processing Planner (ADP Planner),30-49,1,0.01%
Italy,Automatic Data Processing Planner (ADP Planner),18-29,1,0.01%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),18-29,1,0.01%
Ireland,SQL Database Administrator,30-49,1,0.01%
Ireland,Reference Data Expert,50-69,1,0.01%
Ireland,Oracle Database Administrator (Oracle DBA),30-49,1,0.01%
Ireland,"Operations Officer, Afloat (Naval Tactical Data Systems)",30-49,1,0.01%
Ireland,LiDAR Data Analyst,30-49,1,0.01%
Ireland,Geographic Information Systems Data Specialist (GIS Data Specialist),50-69,1,0.01%
Ireland,Geographic Information Systems Data Manager (GIS Data Manager),50-69,1,0.01%
Ireland,Geographic Information Systems Data Manager (GIS Data Manager),30-49,1,0.01%
Ireland,Electronic Data Processing Auditor (EDP Auditor),30-49,1,0.01%
Ireland,Database Security Administrator,18-29,1,0.01%
Ireland,Database Modeler,50-69,1,0.01%
Ireland,Database Modeler,18-29,1,0.01%
Ireland,Database Designer,30-49,1,0.01%
Ireland,Database Consultant,18-29,1,0.01%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),30-49,1,0.01%
Hungary,Field Traffic Data Technician,50-69,1,0.01%
Italy,Data Analysis Assistant,50-69,1,0.01%
Hungary,Data Operations Director,30-49,1,0.01%
Hungary,Data Warehouse Architect,30-49,1,0.01%
Hungary,Data Warehouse Analyst,30-49,1,0.01%
Hungary,Data Warehouse Analyst,18-29,1,0.01%
Hungary,Data Storage Specialist,30-49,1,0.01%
Hungary,Data Specialist,50-69,1,0.01%
Hungary,Data Specialist,30-49,1,0.01%
Hungary,Data Processor,30-49,1,0.01%
Hungary,Data Processing Systems Project Planner,50-69,1,0.01%
Hungary,Data Processing Supervisor,50-69,1,0.01%
Hungary,Data Processing Services Sales Representative,30-49,1,0.01%
Hungary,Data Processing Manager,50-69,1,0.01%
Hungary,Data Processing Auxiliary Equipment Operator,30-49,1,0.01%
Hungary,Data Processing Auditor,30-49,1,0.01%
Hungary,Data Processing Auditor,18-29,1,0.01%
Hungary,Data Management Information Technology Specialist,50-69,1,0.01%
Hungary,Field Traffic Data Technician,18-29,1,0.01%
Hungary,Data Management Information Technology Specialist,30-49,1,0.01%
Hungary,Data Keyer,30-49,1,0.01%
Hungary,Data Entry Technician,50-69,1,0.01%
Hungary,Data Entry Supervisor,18-29,1,0.01%
Hungary,Data Entry Machine Operator,50-69,1,0.01%
Hungary,Data Coordinator,30-49,1,0.01%
Hungary,Data Conversion Operator,18-29,1,0.01%
Hungary,Data Communications Software Consultant,50-69,1,0.01%
Hungary,Data Collection Technician,50-69,1,0.01%
Hungary,Data Capture Specialist,50-69,1,0.01%
Hungary,Data Capture Clerk,50-69,1,0.01%
Hungary,Data Base Design Analyst,50-69,1,0.01%
Hungary,Data Base Design Analyst,30-49,1,0.01%
Hungary,Data Architect,50-69,1,0.01%
Hungary,Data Warehouse Developer,50-69,1,0.01%
Hungary,Data Warehouse Specialist,30-49,1,0.01%
Austria,Automatic Data Processing Customer Liaison (ADP Customer Liaison),50-69,1,0.01%
Hungary,Data Warehousing Engineer,30-49,1,0.01%
Hungary,Electronic Data Processing Auditor (EDP Auditor),30-49,1,0.01%
Hungary,Electronic Data Interchange System Developer (EDI System Developer),30-49,1,0.01%
Hungary,Director of Data Operations,50-69,1,0.01%
Hungary,Director of Data Operations,30-49,1,0.01%
Hungary,Datastage Developer,18-29,1,0.01%
Hungary,Databases Computer Consultant,50-69,1,0.01%
Hungary,Databases Computer Consultant,30-49,1,0.01%
Hungary,Database Tester,50-69,1,0.01%
Hungary,Database Software Technician,50-69,1,0.01%
Hungary,Database Software Technician,18-29,1,0.01%
Hungary,Database Security Administrator,50-69,1,0.01%
Hungary,Database Programmer,50-69,1,0.01%
Hungary,Database Modeler,50-69,1,0.01%
Hungary,Database Marketing Analyst,50-69,1,0.01%
Hungary,Database Marketing Analyst,18-29,1,0.01%
Hungary,Database Manager,30-49,1,0.01%
Hungary,Database Management System Specialist (DBMS Specialist),50-69,1,0.01%
Hungary,Database Management System Specialist (DBMS Specialist),30-49,1,0.01%
Hungary,Database Engineer,50-69,1,0.01%
Hungary,Database Engineer,30-49,1,0.01%
Hungary,Database Developer,30-49,1,0.01%
Hungary,Database Designer,30-49,1,0.01%
Hungary,Database Design Analyst,30-49,1,0.01%
